PG.Qvalue	PG.ProteinGroups	PG.Genes	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] Omar_DIA_20250627_HEX_C2_R18_S1-B4_1_7756.d.PG.Quantity	[2] Omar_DIA_20250627_HEX_C3_R22_S1-B8_1_7760.d.PG.Quantity	[3] Omar_DIA_20250627_HEX_C4_R24_S1-B9_1_7762.d.PG.Quantity	[4] Omar_DIA_20250627_HEX_C5_R25_S1-B10_1_7763.d.PG.Quantity	[5] Omar_DIA_20250627_HEX_N2_R14_S1-A12_1_7752.d.PG.Quantity	[6] Omar_DIA_20250627_HEX_N3_R08_S1-A7_1_7746.d.PG.Quantity	[7] Omar_DIA_20250627_HEX_N4_R04_S1-A3_1_7742.d.PG.Quantity	[8] Omar_DIA_20250627_HEX_N5_R02_S1-A1_1_7740.d.PG.Quantity	[9] Omar_DIA_20250627_HEX_NES2_R13_S1-A11_1_7751.d.PG.Quantity	[10] Omar_DIA_20250627_HEX_NES3_R30_S1-C3_1_7768.d.PG.Quantity	[11] Omar_DIA_20250627_HEX_NES4_R06_S1-A5_1_7744.d.PG.Quantity	[12] Omar_DIA_20250627_HEX_NES5_R09_S1-A8_1_7747.d.PG.Quantity	[13] Omar_DIA_20250627_U2oS_C1_R29_S1-C2_1_7767.d.PG.Quantity	[14] Omar_DIA_20250627_U2oS_C2_R03_S1-A2_1_7741.d.PG.Quantity	[15] Omar_DIA_20250627_U2oS_C3_R27_S1-B12_1_7765.d.PG.Quantity	[16] Omar_DIA_20250627_U2oS_C4_R21_S1-B7_1_7759.d.PG.Quantity	[17] Omar_DIA_20250627_U2oS_C5_R17_S1-B3_1_7755.d.PG.Quantity	[18] Omar_DIA_20250627_U2oS_N1_R19_S1-B5_1_7757.d.PG.Quantity	[19] Omar_DIA_20250627_U2oS_N2_R11_S1-A10_1_7749.d.PG.Quantity	[20] Omar_DIA_20250627_U2oS_N3_R28_S1-C1_1_7766.d.PG.Quantity	[21] Omar_DIA_20250627_U2oS_N4_R05_S1-A4_1_7743.d.PG.Quantity	[22] Omar_DIA_20250627_U2oS_N5_R26_S1-B11_1_7764.d.PG.Quantity	[23] Omar_DIA_20250627_U2oS_NES1_R20_S1-B6_1_7758.d.PG.Quantity	[24] Omar_DIA_20250627_U2oS_NES2_R15_S1-B1_1_7753.d.PG.Quantity	[25] Omar_DIA_20250627_U2oS_NES3_R07_S1-A6_1_7745.d.PG.Quantity	[26] Omar_DIA_20250627_U2oS_NES4_R10_S1-A9_1_7748.d.PG.Quantity	[27] Omar_DIA_20250627_U2oS_NES5_R16_S1-B2_1_7754.d.PG.Quantity	[28] Omar_DIA_20250627_Pool_QC01_R01_S1-C9_1_7739.d.PG.Quantity	[29] Omar_DIA_20250627_Pool_QC02_R12_S1-C10_1_7750.d.PG.Quantity	[30] Omar_DIA_20250627_Pool_QC03_R23_S1-C11_1_7761.d.PG.Quantity	[31] Omar_DIA_20250627_Pool_QC04_R31_S1-C12_1_7769.d.PG.Quantity
0	A1KXE4	FAM168B	1	570.0587768554688	297.9789123535156	659.5508422851562	827.8491821289062	678.5722045898438	NaN	286.49609375	86.03250885009766	NaN	NaN	NaN	NaN	145.11253356933594	66.78448486328125	396.43988037109375	222.55506896972656	240.82699584960938	199.93069458007812	467.2879638671875	246.00437927246094	194.77552795410156	109.81957244873047	328.7771911621094	139.56333923339844	207.71241760253906	286.876708984375	297.28375244140625	115.67153930664062	147.20025634765625	177.45181274414062	179.98849487304688
NaN	A1KXE4_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A1L0T0	ILVBL	1	NaN	3.993173122406006	NaN	NaN	NaN	NaN	3.675630569458008	2.8909881114959717	NaN	NaN	NaN	NaN	1.8815010786056519	NaN	1.9279022216796875	6.622913837432861	2.7747535705566406	NaN	NaN	NaN	NaN	NaN	1.2939635515213013	NaN	NaN	1.7854666709899902	NaN	NaN	NaN	2.5682473182678223	NaN
0.056416615003099815	A2VEC9	SSPOP	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A6NCE7;Q9GZQ8	MAP1LC3B2;MAP1LC3B	2	92.91181945800781	44.313568115234375	179.23074340820312	159.40072631835938	40.27477264404297	330.53857421875	37.37446212768555	29.462846755981445	236.4905242919922	249.46548461914062	147.34561157226562	131.4785919189453	53.77006912231445	16.02819061279297	16.61026954650879	95.26139068603516	38.51994705200195	20.308940887451172	68.02093505859375	29.004684448242188	27.867923736572266	44.74259948730469	90.5776138305664	8.548015594482422	50.72438049316406	55.250919342041016	18.220022201538086	27.781551361083984	16.486339569091797	19.531084060668945	22.72657012939453
NaN	A6NCE7	MAP1LC3B2	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A6NCN2	KRT87P	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	245.09072875976562	NaN	5.95172119140625	NaN	6.5058183670043945	NaN	NaN	NaN	NaN	NaN	NaN	1.132841944694519	12.780231475830078	1.1740862131118774	NaN	NaN	NaN	26.81776237487793	NaN	10.767326354980469	NaN
0	A6NDG6	PGP	1	20.708003997802734	NaN	NaN	NaN	75.48273468017578	NaN	14.091976165771484	11.903889656066895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	A6NDG6_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.020025839793281652	A6NHQ2	FBLL1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	A6NHQ2_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A6NIZ1;P61224;P62834	RAP1BL;RAP1B;RAP1A	2	148.5087432861328	9.653141975402832	77.05946350097656	NaN	32.257965087890625	92.66313171386719	28.30875015258789	53.3038330078125	147.30569458007812	44.11885452270508	72.36846923828125	317.3497314453125	20.783405303955078	2.9591259956359863	NaN	15.377436637878418	3.7682085037231445	NaN	NaN	13.192112922668457	4.194851875305176	7.646910190582275	32.10597610473633	NaN	12.415959358215332	1.3058857917785645	9.042214393615723	11.695113182067871	17.39076805114746	15.941482543945312	10.23795223236084
0	A6NK06	ACOD1	1	77.1335678100586	50.34468460083008	NaN	NaN	NaN	NaN	13.740633010864258	44.8276481628418	NaN	NaN	NaN	NaN	30.851924896240234	12.531402587890625	20.180715560913086	15.303942680358887	4.718272686004639	NaN	19.722715377807617	NaN	22.06566619873047	NaN	27.05561065673828	26.4298152923584	21.670021057128906	NaN	16.946033477783203	23.23565101623535	28.108150482177734	38.935760498046875	15.513310432434082
0.004172461752433936	A6NKT7;O14715;P49792;Q7Z3J3;Q99666	RGPD3;RGPD8;RANBP2;RGPD4;RGPD5	3	NaN	16.03019142150879	21.627805709838867	NaN	NaN	87.73977661132812	10.07125473022461	12.800360679626465	NaN	164.56707763671875	NaN	NaN	3.954904317855835	NaN	NaN	4.970221996307373	8.041238784790039	NaN	NaN	NaN	NaN	6.608713150024414	NaN	NaN	NaN	NaN	NaN	7.475567817687988	8.136812210083008	NaN	4.050765514373779
NaN	A6NKT7;O14715;P49792;Q7Z3J3	RGPD3;RGPD8;RANBP2;RGPD4	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A8K2U0	A2ML1	1	NaN	NaN	NaN	NaN	NaN	95.82585144042969	NaN	23.00286102294922	NaN	NaN	NaN	NaN	9.726487159729004	3.2704732418060303	NaN	NaN	7.503147602081299	NaN	NaN	NaN	NaN	NaN	15.60999584197998	5.230093002319336	2.025738000869751	NaN	9.429490089416504	NaN	NaN	26.800861358642578	NaN
0	A8MVJ9;Q9NWY4	;HPF1	1	31.363121032714844	5.202572822570801	18.793901443481445	30.891361236572266	22.89204216003418	NaN	3.8295059204101562	4.032388687133789	45.704368591308594	NaN	15.654732704162598	14.021172523498535	NaN	NaN	NaN	0.8973103165626526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6519227027893066	4.462802410125732	NaN	3.334883213043213
0	A8MWD9;P62308	SNRPGP15;SNRPG	1	NaN	9.80390453338623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.25171661376953	NaN	9.756118774414062	55.71164321899414	21.925151824951172	8.721150398254395	NaN	21.329126358032227	NaN	4.129899501800537	16.447603225708008	14.704712867736816	44.70671844482422	8.446213722229004	60.12990188598633	NaN	4.907874584197998	17.384437561035156	25.572336196899414
0.17314487632508835	B0I1T2	MYO1G	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	B0I1T2_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B5ME19;Q99613	EIF3CL;EIF3C	8	57.1989860534668	91.09346771240234	23.802927017211914	334.0691833496094	41.671321868896484	236.8722381591797	51.88697052001953	51.3212890625	87.60597229003906	116.10464477539062	197.8752899169922	202.06585693359375	19.00263214111328	3.251652956008911	50.740779876708984	19.8222713470459	23.924562454223633	11.752167701721191	37.29823684692383	19.734743118286133	11.331474304199219	16.80242156982422	12.595857620239258	6.536803722381592	17.456514358520508	20.381765365600586	23.17718505859375	14.327818870544434	17.799806594848633	17.965930938720703	16.382902145385742
NaN	B5ME19	EIF3CL	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.037783375314861464	B7ZW38;O60812;P0DMR1	HNRNPCL3;HNRNPCL1;HNRNPCL4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B9A064;P0CG04;P0DOY2;P0DOY3	IGLL5;IGLC1;IGLC2;IGLC3	2	241.44752502441406	131.69850158691406	52.033992767333984	NaN	NaN	427.0756530761719	82.95787811279297	167.7226104736328	344.9097900390625	NaN	NaN	798.280029296875	14.485939025878906	17.8658504486084	NaN	NaN	25.844758987426758	NaN	NaN	NaN	11.16773796081543	17.594614028930664	45.917869567871094	31.666473388671875	20.481904983520508	NaN	NaN	32.47260284423828	37.935054779052734	42.88261795043945	10.043033599853516
NaN	B9A064;P0CG04;P0DOY2	IGLL5;IGLC1;IGLC2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	E9PAV3	NACA	5	130.83872985839844	45.28932189941406	137.5680694580078	300.2266540527344	27.288415908813477	360.25042724609375	40.01709747314453	46.57099914550781	314.95361328125	138.33792114257812	167.92034912109375	143.8780059814453	98.3664779663086	50.243228912353516	89.89136505126953	126.99523162841797	114.5090103149414	77.38356018066406	215.1931915283203	129.17071533203125	113.89542388916016	218.16867065429688	32.48537063598633	16.14701271057129	147.4050750732422	149.46990966796875	117.25447845458984	85.75904083251953	54.613094329833984	48.70276641845703	60.25754165649414
NaN	E9PAV3_Decoy	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	E9PRG8	C11orf98	8	114.20104217529297	53.28957748413086	94.16767120361328	198.7117462158203	100.2779769897461	968.7688598632812	53.82621383666992	37.802001953125	99.79962921142578	1175.5670166015625	533.3234252929688	3355.081787109375	139.61708068847656	192.76556396484375	460.1440734863281	261.32672119140625	231.5122833251953	138.326904296875	174.79739379882812	166.5640869140625	100.19886779785156	76.60159301757812	225.0229949951172	199.38047790527344	275.4957580566406	386.87493896484375	195.84291076660156	34.573936462402344	150.36724853515625	140.805419921875	141.2928466796875
NaN	E9PRG8_Decoy	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.07015384615384615	iRT-pep	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	iRT-pep_Decoy	NaN	521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.148720999405116	M0R2J8	DCDC1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.11406155703077851	O00142	TK2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	O00148	DDX39A	3	16.860624313354492	16.27309226989746	11.486589431762695	71.45850372314453	33.139713287353516	23.86402130126953	16.475513458251953	20.915414810180664	57.8314094543457	59.012123107910156	100.71306610107422	243.8928985595703	10.005938529968262	2.5820016860961914	102.74983978271484	29.8197078704834	18.24181365966797	3.920907735824585	NaN	20.453567504882812	5.799742221832275	26.99857521057129	4.251467227935791	7.008305072784424	23.042146682739258	3.586188793182373	13.56218147277832	4.428415775299072	4.9199910163879395	4.710264205932617	3.445206642150879
0	O00154	ACOT7	10	65.93130493164062	106.12024688720703	44.34878158569336	95.50334167480469	52.27855682373047	968.9573364257812	61.6578483581543	67.8804931640625	69.43473815917969	405.5260925292969	211.18658447265625	277.41729736328125	56.53083038330078	15.659071922302246	43.58778381347656	77.31692504882812	70.57415008544922	26.569799423217773	32.5708122253418	56.641536712646484	25.87767791748047	36.470943450927734	49.28425216674805	26.49820327758789	67.67391967773438	53.22949981689453	53.88371658325195	20.78060531616211	35.55403518676758	59.679473876953125	47.387203216552734
NaN	O00154_Decoy	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	O00159	MYO1C	12	42.54658508300781	70.2071762084961	36.39374542236328	60.39419937133789	30.008180618286133	288.7794494628906	34.0791130065918	32.69329071044922	220.6926727294922	236.66259765625	141.373046875	48.540550231933594	52.70042037963867	26.424755096435547	55.35374450683594	40.12540817260742	56.685184478759766	26.871679306030273	34.368927001953125	68.59845733642578	29.106382369995117	35.219722747802734	66.22429656982422	35.12852096557617	46.826744079589844	50.38041687011719	45.14979934692383	13.649947166442871	24.350200653076172	38.1590576171875	27.956613540649414
NaN	O00159_Decoy	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	O00170	AIP	1	NaN	NaN	NaN	NaN	137.72012329101562	NaN	22.079586029052734	52.91919708251953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	O00170_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0061770761839396015	O00178	GTPBP1	2	34.150028228759766	37.955299377441406	NaN	NaN	4.038519859313965	NaN	10.100935935974121	9.961130142211914	NaN	NaN	NaN	NaN	4.740330696105957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.670221328735352	NaN	10.971404075622559	21.31249237060547	NaN	NaN	3.299877166748047	NaN	NaN
NaN	O00178_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	O00203	AP3B1	3	128.811279296875	10.541536331176758	NaN	NaN	45.42524337768555	136.539306640625	12.516122817993164	19.101808547973633	NaN	NaN	NaN	192.0287628173828	6.417984485626221	5.175886631011963	NaN	8.963142395019531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.663110256195068	NaN	11.999268531799316	3.2056679725646973	19.073293685913086	9.817593574523926	NaN
NaN	O00203_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	O00213	APBB1	1	9.511375427246094	NaN	NaN	NaN	NaN	NaN	5.482217788696289	15.689047813415527	NaN	NaN	55.88718795776367	244.2722625732422	30.40996742248535	6.201268196105957	NaN	87.04369354248047	32.39291000366211	4.43070650100708	NaN	11.428711891174316	31.872751235961914	17.537403106689453	42.96683883666992	47.162052154541016	9.676929473876953	9.368322372436523	48.0202522277832	8.86883544921875	5.150364398956299	NaN	22.13663101196289
NaN	O00213_Decoy	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	O00217	NDUFS8	1	31.30430030822754	19.727340698242188	NaN	NaN	NaN	NaN	16.964378356933594	20.5745792388916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8912630081176758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.044041872024536	NaN
0	O00231	PSMD11	2	19.33824348449707	NaN	NaN	NaN	NaN	NaN	9.766237258911133	5.891289234161377	NaN	71.82827758789062	NaN	NaN	1.1820876598358154	NaN	NaN	2.1026766300201416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.370357990264893	NaN	2.510830879211426	NaN	NaN	NaN
