PG.Genes,PG.ProteinGroups,PG.ProteinDescriptions,PG.Coverage,PG.Qvalue,QC_Omar_DIA_20260211_Pool_01_R01_S1-B10_1_9120.PG.Quantity,QC_Omar_DIA_20260211_Pool_02_R10_S1-B11_1_9129.PG.Quantity,QC_Omar_DIA_20260211_Pool_03_R19_S1-B12_1_9138.PG.Quantity,alpha_Omar_DIA_20260211_A01_R16_S1-B2_1_9135.PG.Quantity,alpha_Omar_DIA_20260211_A02_R03_S1-A2_1_9122.PG.Quantity,alpha_Omar_DIA_20260211_A03_R06_S1-A5_1_9125.PG.Quantity,alpha_Omar_DIA_20260211_A04_R18_S1-B4_1_9137.PG.Quantity,alpha_Omar_DIA_20260211_A05_R17_S1-B3_1_9136.PG.Quantity,alpha_Omar_DIA_20260211_A06_R05_S1-A4_1_9124.PG.Quantity,alpha_Omar_DIA_20260211_A07_R13_S1-A11_1_9132.PG.Quantity,alpha_Omar_DIA_20260211_A08_R12_S1-A10_1_9131.PG.Quantity,beta_Omar_DIA_20260211_B01_R14_S1-A12_1_9133.PG.Quantity,beta_Omar_DIA_20260211_B02_R08_S1-A7_1_9127.PG.Quantity,beta_Omar_DIA_20260211_B03_R04_S1-A3_1_9123.PG.Quantity,beta_Omar_DIA_20260211_B05_R09_S1-A8_1_9128.PG.Quantity,beta_Omar_DIA_20260211_B06_R15_S1-B1_1_9134.PG.Quantity,beta_Omar_DIA_20260211_B07_R11_S1-A9_1_9130.PG.Quantity,beta_Omar_DIA_20260211_B08_R07_S1-A6_1_9126.PG.Quantity,beta_Omar_DIA_20260211_B09_R02_S1-A1_1_9121.PG.Quantity
AATM_HUMAN,P00505,"Aspartate aminotransferase, mitochondrial",0.098,0.0,7.77143716812133,3.78363466262817,5.67776012420654,8.58813858032226,8.54070377349853,7.33887195587158,6.35432910919189,6.8050856590271,6.83633375167846,4.77252626419067,6.2154312133789,2.70426702499389,,6.57632732391357,,4.07246875762939,6.32330989837646,7.96303844451904,
ABC3C_HUMAN,Q9NRW3,DNA dC->dU-editing enzyme APOBEC-3C,0.137,0.0,5.49428510665893,5.99839544296264,2.86446118354797,4.26640558242797,9.09142303466796,7.08630514144897,2.04385447502136,10.4090976715087,7.32019090652465,6.50925731658935,6.99392318725585,8.46981143951416,7.85364627838134,6.29034614562988,6.60576820373535,8.1640977859497,5.58099746704101,5.4900221824646,5.85533189773559
ABCD1_HUMAN,P33897,ATP-binding cassette sub-family D member 1,0.016,0.00249376558603491,,5.22703313827514,2.1924250125885,3.61627840995788,7.28067874908447,5.0829210281372,6.84066438674926,6.94428491592407,3.07864546775817,4.19145774841308,4.84099674224853,4.12467336654663,2.71584820747375,5.46906757354736,9.94866371154785,7.77892732620239,4.00809478759765,3.63779282569885,2.3009977340698198
ABCE1_HUMAN,P61221,ATP-binding cassette sub-family E member 1,0.072,0.0,4.71101093292236,10.1495380401611,9.77921772003173,2.29323458671569,9.06938457489013,2.50946927070617,3.29872250556945,6.53316450119018,7.54534149169921,8.49765872955322,4.99874353408813,7.73665952682495,6.81623268127441,5.22963047027587,4.42675256729126,4.79732131958007,8.59993362426757,7.92501258850097,6.42778205871582
ABCF1_HUMAN,Q8NE71,ATP-binding cassette sub-family F member 1,0.09,0.0,7.72351264953613,5.52881908416748,6.75291347503662,5.36958885192871,10.2780227661132,5.95599651336669,8.61560726165771,6.86032342910766,3.28575563430786,7.0873794555664,4.72801256179809,4.64540910720825,4.07343006134033,9.45581817626953,4.02362298965454,4.97527837753295,5.5388851165771396,4.5075716972351,4.59879541397094
ACADM_HUMAN,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.157,0.0,5.84060907363891,9.68420791625976,9.73587322235107,12.2788848876953,10.1317481994628,14.0535659790039,17.4180812835693,9.09906005859375,6.91080951690673,7.70128059387207,13.3641986846923,14.2283992767333,6.81129741668701,7.27330636978149,5.9487075805664,6.83507585525512,8.50927448272705,7.40642690658569,10.6365308761596
ACINU_HUMAN,Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus,0.013,0.0,4.49264049530029,4.82201862335205,6.41185712814331,5.55771827697753,2.77908468246459,,,2.1245903968811,2.27089214324951,2.66585135459899,8.27137947082519,,3.43438744544982,3.99909567832946,4.37202835083007,3.74517393112182,2.75120306015014,2.27895617485046,4.85277938842773
ACOT9_HUMAN,Q9Y305,"Acyl-coenzyme A thioesterase 9, mitochondrial",0.023,0.0,,,,1.52943468093872,,,,4.23059225082397,,,5.71534061431884,2.802654504776,,4.38673019409179,,6.16497087478637,3.89607787132263,,
ACTB_HUMAN,P60709,"Actin, cytoplasmic 1",0.045,0.0,2389.44482421875,1780.58410644531,2318.79248046875,422.00048828125,596.866271972656,479.691772460937,911.76220703125,1090.44897460937,1683.27880859375,1160.55541992187,1353.49572753906,1526.14477539062,1733.95202636718,945.4365234375,1599.00756835937,2185.36401367187,3760.70556640625,2506.62548828125,3571.42797851562
ACTBL_HUMAN,Q562R1,Beta-actin-like protein 2,0.048,0.0,4435.8564453125,6.01580095291137,5.39734697341918,2.45750880241394,,,,8.22770690917968,6.64646434783935,8.70254802703857,12.7620220184326,8.84353446960449,3.29279565811157,11.3582754135131,,11.5985927581787,11.46923828125,9.70525455474853,10.8872699737548
ACTBM_HUMAN,Q9BYX7,Putative beta-actin-like protein 3,0.061,0.00398724082934609,,11.6800889968872,19.2671146392822,26.0470600128173,36.9960060119628,31.3908996582031,16.9616661071777,12.9957542419433,33.8245811462402,,,36.28515625,37.4619140625,17.6130695343017,40.1599044799804,20.6298484802246,15.7219018936157,12.313904762268,28.2128810882568
ACTG_HUMAN,P63261,"Actin, cytoplasmic 2",0.947,0.0,3138.5908203125,3288.19287109375,3202.00903320312,669.972839355468,818.229797363281,810.188537597656,1457.21911621093,1857.947265625,2970.28564453125,2232.4462890625,3515.54321289062,2849.63232421875,3105.75390625,1943.36560058593,2950.28466796875,4337.06494140625,6908.689453125,4560.48388671875,7067.5078125
ACTH_HUMAN,P63267,"Actin, gamma-enteric smooth muscle",0.309,0.0,130.023818969726,143.196151733398,156.760208129882,56.164134979248,94.0962448120117,82.5290985107421,98.7863616943359,118.862380981445,145.031265258789,118.466506958007,197.964141845703,143.849502563476,124.567504882812,146.108428955078,120.238555908203,109.553276062011,234.628768920898,163.125518798828,269.375732421875
ACTN4_HUMAN,O43707,Alpha-actinin-4,0.146,0.0,13.3746690750122,13.9839782714843,10.6981077194213,4.87777662277221,4.09866714477539,6.55668258666992,14.187105178833,10.4474992752075,14.8976621627807,13.2224960327148,20.2708015441894,12.6059865951538,14.2643394470214,9.31705570220947,13.847707748413,16.4902629852294,20.774522781372,16.6972923278808,28.996971130371
ACTZ_HUMAN,P61163,Alpha-centractin,0.12,0.0,4.51833438873291,7.69360589981079,5.61910724639892,4.45817565917968,6.82451677322387,5.88741064071655,4.36799335479736,5.87176942825317,9.48769855499267,3.95979905128479,5.43985795974731,4.2711067199707,8.25372791290283,5.37264156341552,8.73963737487793,6.82023429870605,6.83068132400512,6.16177463531494,8.25446510314941
ADDA_HUMAN,P35611,Alpha-adducin,0.081,0.0,17.5449161529541,11.6085596084594,10.6650342941284,8.27393627166748,14.8390111923217,7.4017915725708,4.03192424774169,8.06291389465332,5.31364631652832,10.6260509490966,11.0661153793334,8.36666584014892,8.46608448028564,9.91632652282714,10.6541786193847,13.7942304611206,20.2740268707275,13.1361751556396,18.046329498291
ADDG_HUMAN,Q9UEY8,Gamma-adducin,0.042,0.0,8.36690902709961,7.40415334701538,9.18565464019775,4.01020717620849,2.5051212310791,5.50916481018066,5.9021520614624,6.36145734786987,7.56834936141967,6.37562179565429,9.03587245941162,5.0969181060791,8.31549644470214,5.70249223709106,8.31440544128418,9.17570877075195,14.0827054977417,11.5550241470336,12.5579471588134
ADRO_HUMAN,P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial",0.169,0.0,,4.90997457504272,2.00385355949401,4.79923582077026,4.62583398818969,2.2708785533905,5.42151117324829,4.68576526641845,6.77298974990844,4.56007623672485,9.07758903503418,2.08216190338134,,6.4114556312561,,3.81650280952453,4.01766300201416,3.95968556404113,2.24673819541931
ADT1_HUMAN,P12235,ADP/ATP translocase 1,0.044,0.0,,8.13593482971191,6.73309850692749,4.18795537948608,10.1258363723754,11.3484468460083,6.01154041290283,,,8.21975708007812,11.3977079391479,,3.0961627960205,12.16854763031,4.48812055587768,10.6109189987182,7.4028902053833,11.9485569000244,8.65788459777832
ADT2_HUMAN,P05141,ADP/ATP translocase 2,0.517,0.0,114.861679077148,125.326248168945,163.06330871582,138.91650390625,123.890960693359,133.935546875,132.92251586914,144.914718627929,107.730781555175,154.624786376953,162.877655029296,142.430618286132,128.154022216796,156.591705322265,147.802673339843,153.060546875,149.950256347656,146.986541748046,182.428298950195
ADT3_HUMAN,P12236,ADP/ATP translocase 3,0.164,0.0,18.8850059509277,16.9972686767578,14.7446880340576,22.3163890838623,19.4991722106933,21.741039276123,18.5685596466064,23.9219169616699,21.245698928833,28.1680812835693,27.5111999511718,23.0539627075195,18.9148483276367,23.37473487854,22.6617279052734,24.0628643035888,23.8899803161621,17.2500648498535,32.137149810791
AGO1_HUMAN,Q9UL18,Protein argonaute-1,0.061,0.0,8.36771774291992,15.3117885589599,9.25024223327636,7.37655353546142,9.18594551086425,8.92774105072021,7.16521787643432,9.40231800079345,10.0923528671264,7.89087724685668,7.49979829788208,5.68605661392211,10.7077159881591,9.3514699935913,5.89980602264404,6.18066644668579,6.86342191696167,7.76711988449096,8.19460868835449
AHNK_HUMAN,Q09666,Neuroblast differentiation-associated protein AHNAK,0,0.000858369098712446,,,,,,,9.66471099853515,,,,5.14005613327026,,,,,,3.35292601585388,,7.59513425827026
AIFM1_HUMAN,O95831,"Apoptosis-inducing factor 1, mitochondrial",0.047,0.00398724082934609,,2.49102020263671,,5.33138179779052,,2.36447548866271,,,,3.07457995414733,3.02242875099182,2.11521887779235,,3.78243398666381,3.10621881484985,5.15576553344726,,2.58083128929138,4.43343114852905
AIMP1_HUMAN,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,0.038,0.00249376558603491,,,3.76641869544982,7.96639060974121,5.73874759674072,,,4.72936677932739,2.46682286262512,7.82846403121948,,,2.85568666458129,3.73772764205932,3.34539437294006,,1.31846916675567,,3.35067486763
AIMP2_HUMAN,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,0,0.00398724082934609,,,4.87829732894897,,,,,1.59084820747375,4.02966976165771,2.84065175056457,2.37381601333618,3.66457247734069,,3.20399188995361,,3.96817636489868,,4.83868741989135,5.23065996170043
AKA11_HUMAN,Q9UKA4,A-kinase anchor protein 11,0.11,0.0,20.2219276428222,11.0656299591064,14.7536630630493,22.0415210723876,21.0910873413085,35.7582244873046,21.276309967041,21.7957077026367,20.0425395965576,28.1602535247802,21.285903930664,10.3380947113037,8.09795570373535,8.79234313964843,8.7225751876831,9.13996410369873,9.21095657348632,7.59826374053955,11.1960315704345
AKA7G_HUMAN,Q9P0M2,A-kinase anchor protein 7 isoform gamma,0.356,0.0,1073.06787109375,1185.83239746093,1229.44458007812,2029.02624511718,1788.82104492187,1672.6826171875,1701.58203125,1918.56872558593,1618.29528808593,1700.62023925781,1488.79418945312,1096.79602050781,859.066162109375,979.229431152343,983.162170410156,961.030944824218,896.413330078125,893.524108886718,1075.9990234375
AKAI1_HUMAN,P0CW23,A-kinase anchor protein inhibitor 1,0.29,0.0,36.1063652038574,32.3873901367187,40.9283790588378,55.8216934204101,43.7106170654296,77.3479995727539,67.990478515625,68.2959671020507,82.2076873779296,47.9431228637695,52.6074066162109,30.9320621490478,34.7067222595214,53.2029342651367,51.0698089599609,18.4285678863525,18.3150253295898,37.5291061401367,21.882116317749
AKAP1_HUMAN,Q92667,"A-kinase anchor protein 1, mitochondrial",0.302,0.0,60.4315071105957,49.8243865966796,67.4429397583007,132.154327392578,129.406814575195,131.694931030273,109.549263000488,132.88735961914,121.356002807617,137.03450012207,103.632553100585,28.6403369903564,25.8843593597412,27.9991779327392,20.006004333496,13.4100294113159,19.4545745849609,18.6530952453613,28.3826560974121
AKAP5_HUMAN,P24588,A-kinase anchor protein 5,0.194,0.0,10.3579177856445,9.99261474609375,11.2983703613281,10.9132080078125,11.7219791412353,12.5842018127441,8.8573932647705,12.4349737167358,10.6518993377685,11.5494785308837,8.40651893615722,12.5970020294189,7.51558923721313,11.2773189544677,11.2773275375366,12.2133913040161,7.48931789398193,7.59412765502929,9.85705184936523
AKAP9_HUMAN,Q99996,A-kinase anchor protein 9,0.371,0.0,78.3878479003906,82.8102874755859,88.1430892944336,121.574142456054,115.312026977539,112.199523925781,104.355018615722,132.935928344726,108.652565002441,122.287277221679,98.507942199707,82.785285949707,68.1205825805664,82.5347290039062,75.5948944091796,73.0606689453125,62.6741561889648,68.8741455078125,80.6347045898437
AKP13_HUMAN,Q12802,A-kinase anchor protein 13,0.201,0.0,29.3144168853759,34.8965339660644,37.073974609375,68.0819702148437,62.0106658935546,101.94514465332,62.2316246032714,75.3567199707031,64.3916702270507,73.366958618164,61.5214653015136,10.4555101394653,10.0474805831909,9.04566192626953,11.5367183685302,9.30709743499755,7.996187210083,8.84669208526611,12.3657846450805
AKP8L_HUMAN,Q9ULX6,A-kinase anchor protein 8-like,0.036,0.0,,,1.56123399734497,3.74747705459594,2.14721417427063,,,,,6.81086444854736,3.23571062088012,,,6.11819696426391,2.59065508842468,5.18952989578247,1.46108949184417,2.70604562759399,5.61207675933837
AL1A1_HUMAN,P00352,Aldehyde dehydrogenase 1A1,0.182,0.0,7.01277351379394,4.6842565536499,5.79187726974487,5.81428527832031,5.71719932556152,4.48181819915771,9.48359107971191,6.60023927688598,8.7536973953247,4.36037158966064,5.420907497406,,9.16183757781982,6.83084201812744,5.2974042892456,5.3773341178894,7.74118947982788,5.79199695587158,5.04325342178344
AL3A2_HUMAN,P51648,Aldehyde dehydrogenase family 3 member A2,0.027,0.0,,4.21712303161621,6.12042331695556,3.14433503150939,6.72861909866333,4.38031435012817,9.03925228118896,3.63150691986084,4.97933483123779,5.97682476043701,6.10394954681396,2.87156009674072,4.9319052696228,4.83857917785644,3.28413248062133,4.67018175125122,8.15386390686035,3.82071781158447,5.51459884643554
AL7A1_HUMAN,P49419,Alpha-aminoadipic semialdehyde dehydrogenase,0.026,0.0,,1.29998135566711,1.80073046684265,3.84735679626464,3.98086333274841,5.6615400314331,6.54033946990966,,1.91542947292327,2.17809200286865,1.84432661533355,,,2.50651931762695,,,,1.92381811141967,1.73548209667205
AL9A1_HUMAN,P49189,4-trimethylaminobutyraldehyde dehydrogenase,0.032,0.00696594427244582,686.683227539062,4.44566011428833,3.99909567832946,1.93896532058715,,6.66501951217651,6.66556167602539,5.14068460464477,,,2.51473045349121,,,1.4771876335144,,,,3.82803535461425,
ALBU_BOVIN,P02769,Serum albumin,0.608,0.0,532.9541015625,601.995300292968,627.505493164062,474.253143310546,636.874450683593,719.564575195312,482.31103515625,631.439270019531,521.024841308593,1030.06298828125,639.067993164062,640.3955078125,582.631958007812,699.831848144531,821.400146484375,711.020568847656,822.706909179687,719.5986328125,757.886474609375
ALBU_HUMAN,P02768,Serum albumin,40.2%;40.2%,0.0,384.22900390625,355.90444946289,337.001159667968,422.614379882812,384.110870361328,363.9033203125,355.591400146484,264.865356445312,312.483489990234,320.976440429687,410.28955078125,349.200256347656,420.350799560546,551.188293457031,371.785003662109,277.450286865234,256.121124267578,282.016998291015,284.439575195312
ALDOA_RABIT;ALDOA_HUMAN,P00883;P04075,Fructose-bisphosphate aldolase A,17.6%;17.6%,0.0,8.29134941101074,6.01008081436157,5.55487775802612,9.63909149169921,12.914695739746,8.67110729217529,8.41090202331543,7.94265508651733,7.19151592254638,8.13204956054687,9.17869186401367,,9.8504409790039,7.22203874588012,,6.12410402297973,8.68400192260742,5.80405330657959,5.67606163024902
AMPL_HUMAN,P28838,Cytosol aminopeptidase,0,0.0,2.85956263542175,3.11858224868774,4.65359449386596,,,4.77949094772338,,,23.4875564575195,,1.47554981708526,,1.34838676452636,1.21818244457244,,,0.766101717948913,,
AMY1_HUMAN;AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN,P04745;P0DTE7;P0DTE8;P0DUB6,Alpha-amylase 1;Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A,2.2%;2.2%;2.2%;2.2%,0.00170212765957446,,,2.69709682464599,,,,,,,1.6087919473648,7.06600284576416,,,4.16206264495849,2.97161221504211,2.21389126777648,2.91325378417968,,
AN32B_HUMAN,Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,0.036,0.0,,8.42843723297119,13.3718576431274,16.6005001068115,,,,,,,6.18683910369873,3.94693493843078,23.3926582336425,8.703369140625,,11.0409688949584,15.2137079238891,,5.58014726638793
AN32E_HUMAN,Q9BTT0,Acidic leucine-rich nuclear phosphoprotein 32 family member E,0.071,0.0,,2.07324481010437,2.42263412475585,2.42635297775268,,,3.28712034225463,1.5781055688858,1.59883415699005,,1.0031794309616,2.21580243110656,2.07084870338439,2.03803634643554,,2.47555232048034,5.04795598983764,,3.48719334602355
ANM1_HUMAN,Q99873,Protein arginine N-methyltransferase 1,0.66,0.0,38.3332138061523,42.7172584533691,38.9680709838867,47.1416473388671,49.3305549621582,47.1362380981445,39.1238937377929,56.4776000976562,43.861099243164,43.9198951721191,50.7014617919921,48.775535583496,44.5363082885742,44.0015220642089,53.2669944763183,53.2416763305664,30.700548171997,37.5377731323242,41.2026443481445
ANXA1_HUMAN,P04083,Annexin A1,0,0.0,2.99802374839782,4.40968751907348,10.5814599990844,,,2.62656784057617,11.0111408233642,9.22858428955078,5.39296770095825,3.58300328254699,2.59811377525329,4.98620414733886,20.6063137054443,2.96560740470886,6.24889945983886,2.99039840698242,8.71589756011962,7.29317569732666,9.08879375457763
ANXA2_HUMAN,P07355,Annexin A2,0.136,0.0,10.0870399475097,11.4360580444335,13.2237138748168,4.86060047149658,7.77610921859741,8.97529697418212,24.5802097320556,4.09379577636718,28.9656753540039,8.54951477050781,7.76620483398437,7.23274946212768,9.73603820800781,12.3875579833984,9.28273487091064,4.79698657989501,13.749267578125,10.8404922485351,6.43098068237304
ANXA5_HUMAN,P08758,Annexin A5,28.1%;28.1%,0.0,16.991340637207,13.8866062164306,21.1325225830078,35.5869903564453,22.28196144104,22.1496810913085,32.8516082763671,19.71555519104,15.5443143844604,14.6677865982055,16.5082187652587,17.6977367401123,18.8298015594482,27.7849102020263,16.6339073181152,24.9297084808349,18.5358161926269,16.6496315002441,23.6891136169433
ANXA6_HUMAN,P08133,Annexin A6,0.015,0.00170212765957446,4.22599458694458,,,2.34039545059204,,,5.25579118728637,,,,,,,5.20613718032836,,,4.20243024826049,2.09389591217041,4.00161790847778
AP2A1_HUMAN,O95782,AP-2 complex subunit alpha-1,0.257,0.0,105.535232543945,77.14404296875,83.5852432250976,36.3866233825683,47.5154418945312,42.801887512207,52.2216186523437,65.9373474121093,80.183349609375,66.7979507446289,86.2100372314453,81.1115036010742,85.5878067016601,72.856201171875,77.6118392944336,104.309837341308,144.710174560546,102.371276855468,156.779510498046
AP2A2_HUMAN,O94973,AP-2 complex subunit alpha-2,0.016,0.0,5.7616958618164,3.95644855499267,2.92035126686096,10.0591945648193,,,,4.54371213912963,,3.36096715927124,5.09096240997314,4.00377321243286,4.53741455078125,4.38160896301269,2.74165415763855,5.3185691833496,4.82446146011352,3.97788906097412,8.02112388610839
AP2B1_HUMAN,P63010,AP-2 complex subunit beta,0.219,0.0,57.0239639282226,52.1691398620605,54.3211135864257,27.7694492340087,31.3234710693359,29.1594066619873,31.093147277832,40.1448822021484,50.6646766662597,45.154182434082,59.2904090881347,50.5871047973632,44.686538696289,44.8235778808593,46.4855690002441,71.5282516479492,85.7354965209961,58.3403205871582,91.1473312377929
AP2M1_HUMAN,Q96CW1,AP-2 complex subunit mu,0.14,0.0,56.3215599060058,45.1044845581054,44.858039855957,26.1533985137939,31.3654994964599,23.8570518493652,34.1915397644043,36.8192329406738,39.718692779541,38.9734382629394,53.9837341308593,45.4781951904296,52.9634552001953,38.6821708679199,47.6804695129394,56.183666229248,75.5596618652343,52.0758781433105,78.2188186645507
AP2S1_HUMAN,P53680,AP-2 complex subunit sigma,0.19,0.0,49.154670715332,53.9694862365722,38.0449409484863,20.0636978149414,40.6811828613281,22.97700881958,31.4615306854248,36.0054817199707,41.1335716247558,33.9281463623046,45.9006385803222,46.4029502868652,44.3831176757812,36.8987770080566,57.6400871276855,50.9103240966796,78.1999740600586,49.1654052734375,64.9242477416992
AP3D1_HUMAN,O14617,AP-3 complex subunit delta-1,0,0.0,,3.40622687339782,,,2.16280221939086,,3.83230829238891,3.11120700836181,3.39457774162292,2.00663208961486,,,6.3269362449646,4.58913421630859,,4.48397874832153,4.36305570602417,2.56653833389282,1.49999713897705
